ID,Label,Type,Emperor,Title,FindingAid
Domitian VIII,Domitian AVIII,Book,Domitian,,
Titus DXI,Titus DXI,Book,Titus,"Thomas Becket, Epistole (3r–41v); Walter Hilton, De imagine peccati (42r–55r",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103575&displayMode=full&vid=IAMS_VU2
Augustus I,Augustus I,Book,Augustus,"Chart of part of the coastlines of western Europe, western Africa, America and the Caribbean, drawn by John Dee (d. 1609) (recto); A brief remembrance of sundry forein regions, discovered, inhabited, and partly conquered by the subiects of this Brytish monarchie (verso) (1580)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101779&displayMode=full&vid=IAMS_VU2
Cleopatra AXII,Cleopatra AXII,Book,Cleopatra,Cotton Manuscript Cleopatra A XII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103722&displayMode=full&vid=IAMS_VU2
Faustina AV,Faustina AV,Book,Faustina,"Letters of the Chancellor of the University of Oxford and the archbishop of Canterbury; petitions of the clergy of the province of Canterbury; a letter of Pope John XXII; sermons on the Seven Deadly Sins, the Ascension (macaronic), and All Saints; Richard Rolle, Emendatio Vitae; Simeon of Durham, De Exordio Ecclesiae Dunelmensis; Pseudo-Jerome, De Quindecim Signis ante Diem Iudicii; Liber de Antichristo; sermons on the Assumption of Mary and Luke 12.12 (partially macaronic) (1st quarter of the 12th century-2nd half of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103844&displayMode=full&vid=IAMS_VU2
Titus BIII,Titus BIII,Book,Titus,"Records and papers concerned with domestic affairs, temp. Elizabeth I (1558–1603) (2nd half of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103521&displayMode=full&vid=IAMS_VU2
Caligula BIV,Caligula BIV,Book,Caligula,"Records and papers concerning England and Scotland, many concerning Mary, queen of Scots (1542–1567; d. 1587) (16th century-17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102371&displayMode=full&vid=IAMS_VU2
Vitellius DIX,Vitellius DIX,Book,Vitellius,Cotton Manuscript Vitellius D IX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103041&displayMode=full&vid=IAMS_VU2
Nero BIII,Nero BIII,Book,Nero,"Records and papers (originals and copies) concerning England and Denmark, 1364/5–1589, including letters of King Henry IV of England (1399–1413) (1st quarter of the 15th century-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102644&displayMode=full&vid=IAMS_VU2
Otho BXIII,Otho BXIII,Book,Otho,History of Crowland Abbey (15th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102867&displayMode=full&vid=IAMS_VU2
Claudius EI,Claudius EI,Book,Claudius,"Theological tracts, including Anselm of Canterbury's treatises, Arnold of Bonneval, De Operibus Sex Dierum; Arnold of Bonneval, De Sex Verbis Domini in Cruce; Peter the Chanter, Verbum Abbreviatum; Liber Esdrae (4th quarter of the 12th century-1st quarter of the 13th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102556&displayMode=full&vid=IAMS_VU2
Titus EVII,Titus EVII,Book,Titus,"Transcript of the Parliament rolls, 1–8 Edward IV (1461–1468) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103607&displayMode=full&vid=IAMS_VU2
Claudius BVI,Claudius BVI,Book,Claudius,Cotton Manuscript Claudius B VI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102475&displayMode=full&vid=IAMS_VU2
Tiberius BVII,Tiberius BVII,Book,Tiberius,"Liber Pontificalis (Pontifcal of Glasgow); The Coronation Book of Charles V, King of France (12th century-14th century)
DD/Cotton MS Tiberius B VIII/1",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-003356033&displayMode=full&vid=IAMS_VU2
Cleopatra BXII,Cleopatra BXII,Book,Cleopatra,"Peter de Vineis, Epistole (1st half of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103755&displayMode=full&vid=IAMS_VU2
Tiberius EIV,Tiberius EIV,Book,Tiberius,"Winchcombe Chronicle; Calendar; Bede, De Temporum Ratione; Bede, De Natura Rerum; Bede, De Temporibus; Abbo of Fleury, De Differentia Circuli et Sphere; Helperic of Auxerre, De Computo; Robert the Lotharingian, Excerptio de Chronica Mariani; Abbo of Fleury, Computus (1st half of the 12th century-1st quarter of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102293&displayMode=full&vid=IAMS_VU2
Otho EVI,Otho EVI,Book,Otho,History of the world (2nd half of the 16th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102914&displayMode=full&vid=IAMS_VU2
Tiberius AII,Tiberius AII,Book,Tiberius,The four Gospels ('Athelstan' or 'Coronation' Gospels) (4th quarter 9th century-4th quarter 15th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102147&displayMode=full&vid=IAMS_VU2
Claudius BII,Claudius BII,Book,Claudius,"Alan of Tewkesbury, Collectio Epistolarum Sancti Thome Cantuariensis; John of Salisbury, Life of St Thomas Becket with Alan of Tewkesbury's prologue (4th quarter of the 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102147&displayMode=full&vid=IAMS_VU2
Nero DII,Nero DII,Book,Nero,"Chronicle of Rochester Cathedral Priory, List of donations to Holme St Benets Priory, John of Oxnead Chronicle, Chronicle of Battle Abbey, miscellaneous historical and heraldic texts, Robert Grosseteste, Constitutiones, Jean Froissart, Chroniques. (c.1100-c.1650)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102468&displayMode=full&vid=IAMS_VU2
Claudius CIII,Claudius CIII,Book,Claudius,"The names and Armes of suche as haue ben aduaunced to the honorable Ordre of knighthoode, Henry IV–James I, mostly in the hand of Robert Glover (d. 1588), with an index (268r–281v) (2nd half of the 16th century-1624)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102496&displayMode=full&vid=IAMS_VU2
Galba CIII,Galba CIII,Book,Galba,"Records and papers concerning England and the Low Countries, 1566–1570 (3rd quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102496&displayMode=full&vid=IAMS_VU2
Vespasian CII,Vespasian CII,Book,Vespasian,"Correspondence (originals and transcripts) concerning England and Spain, April 1522–October 1524, principally of King Henry VIII of England (1509–1547) and Thomas, Cardinal Wolsey (d. 1530), some in the hand of Charles V, king of Spain (1516–1556) and Holy Roman emperor (1519–1556; d. 1558) (1522-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103267&displayMode=full&vid=IAMS_VU2
Cleopatra DI,Cleopatra DI,Book,Cleopatra,"Marcus Vitruvius Pollio, De Architectura; Extracts from Proper of Aquitaine, Epigrammata ex Sententiis Sancti Augustini; Epitaph of Vitalis; Vegetius, De Re Militari; Solinus, Collectanea Rerum Memorabilium (1st quarter of the 11th century-12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103793&displayMode=full&vid=IAMS_VU2
Galba DXI,Galba DXI,Book,Galba,"Records and papers concerning England and the Low Countries, 1595 (4th quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102801&displayMode=full&vid=IAMS_VU2
Domitian III,Domitian AIII,Book,Domitian,Cotton Manuscript Domitian A III (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103636&displayMode=full&vid=IAMS_VU2
Vespasian DXXI,Vespasian DXXI,Book,Vespasian,"Historia Brittonum; Old English translation of Felix, Vita S Guthlaci; Sedulius, Paschale carmen; Sedulius, Hymnus i; Sedulius, Hymnus ii; Prudentius, Psychomachia (excerpt) (1st half 9th century-1st half 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103636&displayMode=full&vid=IAMS_VU2
Galba BIV,Galba BIV,Book,Galba,"Records and papers concerning England and Burgundy, 1516 (1st quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102772&displayMode=full&vid=IAMS_VU2
Julius CV,Julius CV,Book,Julius,Cotton Manuscript Julius C V (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101689&displayMode=full&vid=IAMS_VU2
Titus EVIII,Titus EVIII,Book,Titus,"Transcript of the Parliament rolls, 12–14 Edward IV (1472–1474) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103608&displayMode=full&vid=IAMS_VU2
Otho CXIV,Otho CXIV,Book,Otho,Cotton Manuscript Otho C XIV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102892&displayMode=full&vid=IAMS_VU2
Titus FIV,Titus FIV,Book,Titus,"Collections by Sir Robert Cotton concerning the proceedings of Parliament, 1–14 James I (1603–1617) (1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103618&displayMode=full&vid=IAMS_VU2
Appendix XXXIX,Appendix XXXIX,Book,Appendix,,
Claudius DVIII,Claudius DVIII,Book,Claudius,Cotton Manuscript Claudius D VIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102544&displayMode=full&vid=IAMS_VU2
Galba AX,Galba AX,Book,Galba,Cotton Manuscript Galba A X (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102760&displayMode=full&vid=IAMS_VU2
Caligula EXI,Caligula EXI,Book,Caligula,"Records and correspondence concerning England and France, 1604–1613 (17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102409&displayMode=full&vid=IAMS_VU2
Augustus II,Augustus II,Book,Augustus,,
Vespasian AXXII,Vespasian AXXII,Book,Vespasian,"Chronicle, AM 1–AD 738 (2v–8v); Rochester Chronicle, AD 1–1380 (9r–34r); Ralph de Diceto, Series cause inter Henricum regem et Thomam archiepiscopum (35r–51v); homilies (52r–56v, 57v); memoranda of rents due to Rochester Cathedral Priory (56v–57r, 57v–59r); register of Rochester Cathedral Priory (60r–129v) (1st quarter of the 13th century-2nd half of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103205&displayMode=full&vid=IAMS_VU2
Galba DXII,Galba DXII,Book,Galba,,
Vitellius CXI,Vitellius CXI,Book,Vitellius,"Collection of royal marriage negotiations and contracts, 1396-1615. (1396-1615)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103025&displayMode=full&vid=IAMS_VU2
Julius AI,Julius AI,Book,Julius,Cotton Manuscript Julius A I (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103025&displayMode=full&vid=IAMS_VU2
Claudius DX,Claudius DX,Book,Claudius,Cotton Manuscript Claudius D X (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102550&displayMode=full&vid=IAMS_VU2
Claudius AI,Claudius AI,Book,Claudius,"Passio sancti Cypriani (imperfect); Rabanus Maurus, Homilia lxx (imperfect); Alcuin, Carmen xviii; Frithegod of Canterbury, Breviloquium Vitae Wilfridi; papal, episcopal and royal letters; various hagiographies, including Paulinus, Vita sancti Ambrosii episcopi; Inventio sanctorum Gervasii et Prothasii; Inventio sancti Nazarii; Pseudo-Sebastian of Monte Cassino, Vita sancti Hieronymi; Venantius Fortunatus, Vita sancti Hilarii Pictavensis episcopi and Miracula sancti Hilarii Pictavensis episcopi; Pseudo-Hilary of Poitiers, De spiritali prato; Pseudo-Hilary of Poitiers, Epistola ad Abram filiam suam; Hilary of Arles, Sermo in depositione sancti Honorati episcopi; Libellus de nativitate sancte Dei genetricis Marie; Vita sancte Marie Egyptiace, translated by Paul the Deacon; Pseudo-Aurelianus, Vita sancti Martialis episcopi; Leontius of Naples, Vita sancti Iohannis Eleemosynarii, as translated by Anastasius Bibliothecarius; Bede, Vita sancti Cuthberti episcopi; excerpts from Bede, Historia eccleisatica gentis Anglorum (mid-10th century-14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102550&displayMode=full&vid=IAMS_VU2
Titus BXII,Titus BXII,Book,Titus,,
Otho DI,Otho DI,Book,Otho,"Chronicle of English history to AD 1446 (1r–31r); Ranulf Higden, Polychronicon, to AD 1422 (32r–195v); Honorius of Autun (Augustodunensis), De imagine mundi (196r–208v); Roger Bacon, Opus maius (De situ orbis) (209r–221v); Bede, De locis sanctis (222r–227v); epitome of ‘Sir John Mandeville’, Travels (227v–232v); Odoricus of Pordenone, Itinerarium (232v–237v",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102895&displayMode=full&vid=IAMS_VU2
Vespasian BII,Vespasian BII,Book,Vespasian,"Pierre Gringoire, Pageants for the Reception of Queen Mary of France in Paris (1st quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103222&displayMode=full&vid=IAMS_VU2
Domitian XI,Domitian AXI,Book,Domitian,Cotton Manuscript Domitian A XI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103677&displayMode=full&vid=IAMS_VU2
Tiberius B1,Tiberius B1,Book,Tiberius,,
Otho BXI,Otho BXI,Book,Otho,"Bede, Historia ecclesiastica gentis Anglorum (Old English version) (1r-38v); Anglo-Saxon Chronicle, G-text (39r-47v); Old English Laws (Æthelstan II, Alfred, Ine) (48r-53v) (Mid 10th century-1st half of the 11th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102865&displayMode=full&vid=IAMS_VU2
Nero CIX,Nero CIX,Book,Nero,Cotton Manuscript Nero C IX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102687&displayMode=full&vid=IAMS_VU2
Tiberius EV,Tiberius EV,Book,Tiberius,Cartulary of Northampton Abbey (1313-4th quarter of the 15th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102294&displayMode=full&vid=IAMS_VU2
Otho CVIII,Otho CVIII,Book,Otho,Cotton Manuscript Otho C VIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102883&displayMode=full&vid=IAMS_VU2
Vitellius EVI,Vitellius EVI,Book,Vitellius,Chronicles of the Low Countries (imperfect) (15th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103074&displayMode=full&vid=IAMS_VU2
Vespasian AVIII,Vespasian AVIII,Book,Vespasian,"Refoundation charter of the New Minster, Winchester (2nd half 10th century-1st quarter 13th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103074&displayMode=full&vid=IAMS_VU2
Titus EXV,Titus EXV,Book,Titus,,
Galba CIV,Galba CIV,Book,Galba,"Records and papers concerning England and the Low Countries, 1570–1573 (3rd quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102784&displayMode=full&vid=IAMS_VU2
Titus BX,Titus BX,Book,Titus,"Letter-book of Sir Henry Sidney (d. 1586), 1575–1578 (2r–172v), and other papers relating to Ireland, temp. Elizabeth I (1558–1603) to James I (1603–1625) (2nd half 16th century-1st quarter 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103528&displayMode=full&vid=IAMS_VU2
Galba CX,Galba CX,Book,Galba,"Records and papers concerning England and the Low Countries, 1586–1587 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102790&displayMode=full&vid=IAMS_VU2
Vespasian BXXIII,Vespasian BXXIII,Book,Vespasian,"John de Hauteville, Architrenius (2r–52r",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103262&displayMode=full&vid=IAMS_VU2
Vespasian AXIV,Vespasian AXIV,Book,Vespasian,"Calendar, Latin-Old Cornish Glossary, 'Vita Sanctorum Wallensium'; excerpts from Bede, Historia ecclesiastica gentis Anglorum, Gilbert Crispin, De spiritu sancto, and an Altercatio inter Urbanum et Clementem; Letter-book of Archbishop Wulfstan (1st quarter of 11th century-2nd half 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103180&displayMode=full&vid=IAMS_VU2
Nero BVIII,Nero BVIII,Book,Nero,"Records and papers (originals and copies) concerning England and Russia, Greece, Turkey, Venice and Morocco, temp. Henry VI (1422–1461, 1470–1471) to temp. Elizabeth I (1558–1603), including letters of Ivan IV, Tsar of Russia (1547–1584), Feodor I, Tsar of Russia (1584–1598), and Abdallah al-Ghalib Billah, sultan of Morocco (1557–1574), and William Cecil, 1st Baron Burghley (d. 1598); letter of Germanus, Patriarch of Jerusalem (1537–1579), addressed to King Henry VIII of England (1509–1547), 25 August 1544 (ff. 44–45) (3rd quarter of the 15th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102649&displayMode=full&vid=IAMS_VU2
Faustina EVII,Faustina EVII,Book,Faustina,"Papers (originals and copies) relating to Calais, Boulogne, Newhaven and Guisnes, temp. Henry VIII (1509–1547) to Mary I (1553–1558), including a list of the captains of Calais (16r–21v) and instructions for the fortification of Calais, 1532–33 (32r–38r) (1st quarter of the 16th century-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103941&displayMode=full&vid=IAMS_VU2
Otho BVI,Otho BVI,Book,Otho,"Genesis (‘Cotton Genesis’, imperfect) (5th century-6th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102860&displayMode=full&vid=IAMS_VU2
Caligula CIX,Caligula CIX,Book,Caligula,"Records and papers (originals and copies) concerning England and Scotland, 1581–1587, including the correspondence of James VI, king of Scots (1567–1625",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102386&displayMode=full&vid=IAMS_VU2
Caligula DVIII,Caligula DVIII,Book,Caligula,"Correspondence and other records (many of them originals) concerning England and France, 1521-1524, including letters and drafts in the hands of King Francis I of France (1515–47) and Thomas, Cardinal Wolsey (d. 1530); note of the apparel of Sir Robert Cotton (d. 1631), 14 October 1621 (f. 117) (1521-1621)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102394&displayMode=full&vid=IAMS_VU2
Titus AXXVII,Titus AXXVII,Book,Titus,"Geoffrey of Monmouth, Historia Regum Brittaniae; Note on British genealogies; Note on place-names in the Historia Regum Brittaniae; Quadripartitus; Instituta Cnuti Aliorumque Regum Anglorum; Marbod of Rennes, De Lapidibus; ‘Prester John’, Epistola Manueli Comneno imperatori Graecorum; Anonymous chronicle of England; Gesta Alexandri Pseudo-Alexander, Epistola Alexandri ad Aristotelem de Situ Indie; Epitaphium Alexandri; Epigram on Alexander (4th quarter of the 12th century-1st quarter of the 13th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103518&displayMode=full&vid=IAMS_VU2
Julius DII,Julius DII,Book,Julius,"Cartulary of St Augustine’s Abbey, Canterbury, including lists of the kings of England, archbishops of Canterbury and abbots of St Augustine’s (1r–2v); Chronicle of St Augustine’s, Canterbury, AD 1–1237 (3r–21r); lists of Popes and Holy Roman emperors (21v–23v); the Rule of St Benedict (24r–39r); and the Award of Norham, 1291 (185v–186v) (2nd quarter of the 13th century-2nd quarter of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101709&displayMode=full&vid=IAMS_VU2
Vespasian AXIII,Vespasian AXIII,Book,Vespasian,Cotton Manuscript Vespasian A XIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103174&displayMode=full&vid=IAMS_VU2
Titus EII,Titus EII,Book,Titus,"Transcript of the Parliament rolls, 1–11 Richard II (1377–1388) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103602&displayMode=full&vid=IAMS_VU2
Julius EIII,Julius EIII,Book,Julius,"Extracts from the close, patent, foreign, fine and liberate rolls (2nd half of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101747&displayMode=full&vid=IAMS_VU2
Tiberius BXIII,Tiberius BXIII,Book,Tiberius,"Gerald of Wales, Speculum Ecclesiae; De Rebus a Se Gestis; Roger of Ford, Speculum Ecclesiae (13th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102231&displayMode=full&vid=IAMS_VU2
Julius DVI,Julius DVI,Book,Julius,Cotton Manuscript Julius D VI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101719&displayMode=full&vid=IAMS_VU2
Cleopatra FIII,Cleopatra FIII,Book,Cleopatra,"Acts of the Privy Council, 1389–1421 (all originals), much of it relating to the rebellion in Wales led by Owain Glyn Dŵr (d. c. 1416) and the expedition to France, 1415, and including the correspondence of King Henry IV of England (1399–1413) and King Henry V of England (1413–1422",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103831&displayMode=full&vid=IAMS_VU2
Caligula EIV,Caligula EIV,Book,Caligula,"Records and correspondence (originals and copies) concerning England and France, 1538–1552, including a journal of the expedition of King Henry VIII of England (1509–1547) to France, 1544 (ff. 57–68) (2nd quarter of the 16th century-17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102402&displayMode=full&vid=IAMS_VU2
Faustina BV,Faustina BV,Book,Faustina,"William de la Dene, Historia Roffensis, AD 1315–1350 (2r–101r); miscellaneous notes (101v–104v) (4th quarter of the 14th century-1st half of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103888&displayMode=full&vid=IAMS_VU2
Vespasian DVI,Vespasian DVI,Book,Vespasian,"Book of Proverbs (Parabole Salomonis); Alcuin, De virtutibus et vitiis ; note on Abbot Macarius; ‘Kentish hymn’; note on the ages of the world; 'Kentish Psalm' (a paraphrase of Psalm 50); Disticha Catonis; hymns for St Augustine of Canterbury and others; Stephen's Vita S Wilfridi (Mid-10th century - late 11th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103301&displayMode=full&vid=IAMS_VU2
Claudius DVII,Claudius DVII,Book,Claudius,Cotton Manuscript Claudius D VII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102540&displayMode=full&vid=IAMS_VU2
Nero CV,Nero CV,Book,Nero,,
Augustus I.II32,Augustus I.II32,Book,Augustus,,
Galba BIII,Galba BIII,Book,Galba,"Records and papers concerning England and Burgundy, 1510–1515 (1st quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102771&displayMode=full&vid=IAMS_VU2
Caligula DX,Caligula DX,Book,Caligula,"Records and correspondence concerning England and France, 1527–1528 (2nd quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102396&displayMode=full&vid=IAMS_VU2
Otho EX,Otho EX,Book,Otho,"Records and papers concerning mines, coinage, and weights and measures (1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102918&displayMode=full&vid=IAMS_VU2
Caligula EIII,Caligula EIII,Book,Caligula,"Records and correspondence concerning England and France, 1514–1540 (1st half of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102401&displayMode=full&vid=IAMS_VU2
Cleopatra DV,Cleopatra DV,Book,Cleopatra,"Gerald of Wales, Topographia Hibernie (5r-55r); Gerald of Wales, De expugnatione Hibernie (55v-101v); Gerald of Wales, Symbolum electorum (101r-136v); De descriptione mundi (136v-168v); Uita Alexandri Magni (168v-186r) (14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103810&displayMode=full&vid=IAMS_VU2
Titus DII,Titus DII,Book,Titus,"Welsh laws, ‘B’ (2nd half of the 13th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103564&displayMode=full&vid=IAMS_VU2
Cleopatra CVIII,Cleopatra CVIII,Book,Cleopatra,"Prudentius, Psychomachia; Pseudo-Columbanus, Precepta Vivendi (imperfect); Collection of canon law, including Collectio Dacheriana; canons of the council of Trosly, 909; Pseudo-Isidore of Seville, Epistula ad Leudefredum Episcopum; Pseudo-Isidore of Seville, Collectio Canonum; Quadripartitus; Gregory the Great, Libellus Responsionum; Gregory the Great, Registrum; Augustine of Hippo, De Coniugiis Adulterinis, book ii; and Fulbert of Chartres, Epistolae (4th quarter of the 10th century - 1st half of the 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103779&displayMode=full&vid=IAMS_VU2
